Employee_ID,Risk_Score,Should_Target,Primary_Concern,Outreach_Category,Issue_Count,Issues,Avg_Vibe_Score,Recent_Vibe_Trend,Low_Mood_Flag,Negative_Trend_Flag,Avg_Work_Hours,Max_Work_Hours,Overworked_Flag,Total_Leave_Days,Insufficient_Leave_Flag,Performance_Rating,Has_Improvement_Feedback,Performance_Concern_Flag,Reward_Points,Award_Count,Recognition_Concern_Flag,Joining_Date,Mentor_Assigned,Initial_Training_Completed,Onboarding_Concern_Flag
EMP0173,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,"Low mood: Average vibe score is below neutral; Onboarding concerns: Issues with training, mentorship, or feedback",2.0,0.0,True,False,8.29,8.29,False,13.0,False,4.0,False,False,580.0,2.0,False,2024-02-11,False,False,True
EMP0262,5,True,Needs break: Low leave utilization,performance,3,"Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",3.5,0.0,False,False,5.45,5.45,False,2.0,True,1.0,False,True,87.0,1.0,False,2024-03-06,False,True,True
EMP0253,5,True,Needs break: Low leave utilization,performance,3,"Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,6.98,9.06,False,2.0,True,4.0,True,True,221.0,1.0,False,2023-03-04,False,False,True
EMP0257,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.0,0.0,True,False,,,False,,False,4.0,True,True,903.0,3.0,False,,,,False
EMP0283,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Overworked: High average working hours,2.0,0.0,True,False,9.8,9.8,True,8.0,False,,,False,1169.0,3.0,False,,,,False
EMP0179,5,True,Overworked: High average working hours,workload,3,Overworked: High average working hours; Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,3.6666666666666665,0.0,False,False,9.98,9.98,True,4.0,True,1.0,True,True,501.0,2.0,False,,,,False
EMP0215,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,"Low mood: Average vibe score is below neutral; Onboarding concerns: Issues with training, mentorship, or feedback",2.5,0.0,True,False,6.1,6.1,False,13.0,False,,,False,,,False,2023-08-19,False,False,True
EMP0491,5,True,Needs break: Low leave utilization,performance,3,"Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,8.04,8.04,False,4.0,True,4.0,True,True,,,False,2023-01-02,False,False,True
EMP0490,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,"Low mood: Average vibe score is below neutral; Onboarding concerns: Issues with training, mentorship, or feedback",1.0,0.0,True,False,5.49,5.49,False,12.0,False,,,False,,,False,2024-03-04,True,False,True
EMP0191,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,"Low mood: Average vibe score is below neutral; Onboarding concerns: Issues with training, mentorship, or feedback",1.0,0.0,True,False,7.135,8.85,False,,False,,,False,,,False,2023-08-12,False,False,True
EMP0184,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.0,0.0,True,False,6.137499999999999,8.5,False,7.0,False,1.0,False,True,392.0,1.0,False,2023-06-25,True,True,False
EMP0235,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,"Low mood: Average vibe score is below neutral; Onboarding concerns: Issues with training, mentorship, or feedback",2.0,0.0,True,False,5.21,5.21,False,,False,,,False,25.0,1.0,False,2024-02-13,False,False,True
EMP0234,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,"Low mood: Average vibe score is below neutral; Onboarding concerns: Issues with training, mentorship, or feedback",1.5,0.0,True,False,,,False,,False,3.0,False,False,,,False,2024-01-12,False,True,True
EMP0143,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,,,False,8.0,False,4.0,True,True,,,False,,,,False
EMP0157,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,,,False,9.0,False,2.0,False,True,773.0,2.0,False,,,,False
EMP0272,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.3333333333333335,0.0,True,False,8.525,9.91,False,21.0,False,1.0,True,True,884.0,3.0,False,,,,False
EMP0328,5,True,Needs break: Low leave utilization,performance,3,"Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,1.0,True,1.0,False,True,410.0,2.0,False,2023-11-18,False,True,True
EMP0310,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,"Low mood: Average vibe score is below neutral; Onboarding concerns: Issues with training, mentorship, or feedback",1.0,0.0,True,False,5.39,5.39,False,,False,3.0,False,False,118.0,1.0,False,2023-10-07,True,False,True
EMP0306,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,"Low mood: Average vibe score is below neutral; Onboarding concerns: Issues with training, mentorship, or feedback",2.0,0.3333333333333335,True,False,8.23,8.59,False,,False,,,False,,,False,2023-06-15,True,False,True
EMP0319,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.0,0.0,True,False,7.583333333333333,8.28,False,29.0,False,1.0,False,True,,,False,,,,False
EMP0115,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,7.72,7.72,False,24.0,False,4.0,True,True,483.0,1.0,False,,,,False
EMP0103,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,"Low mood: Average vibe score is below neutral; Onboarding concerns: Issues with training, mentorship, or feedback",2.0,0.0,True,False,6.095000000000001,6.82,False,,False,,,False,666.0,2.0,False,2024-03-10,True,False,True
EMP0335,5,True,Needs break: Low leave utilization,performance,3,"Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,4.28,4.28,False,2.0,True,1.0,False,True,217.0,1.0,False,2024-02-19,False,False,True
EMP0107,5,True,Needs break: Low leave utilization,performance,3,"Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,2.0,True,4.0,True,True,18.0,1.0,False,2024-02-20,False,False,True
EMP0347,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,"Low mood: Average vibe score is below neutral; Onboarding concerns: Issues with training, mentorship, or feedback",2.0,0.0,True,False,7.07,7.07,False,24.0,False,4.0,False,False,,,False,2023-06-04,False,False,True
EMP0387,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Overworked: High average working hours,1.0,0.0,True,False,9.25,9.25,True,6.0,False,,,False,695.0,3.0,False,,,,False
EMP0089,5,True,Needs break: Low leave utilization,performance,3,"Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,8.31,8.31,False,4.0,True,1.0,True,True,476.0,1.0,False,2023-04-17,False,True,True
EMP0066,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,8.37,8.37,False,18.0,False,4.0,True,True,208.0,1.0,False,,,,False
EMP0397,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,"Low mood: Average vibe score is below neutral; Onboarding concerns: Issues with training, mentorship, or feedback",2.3333333333333335,0.0,True,False,7.1,7.1,False,5.0,False,,,False,333.0,2.0,False,2024-01-15,False,True,True
EMP0408,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,5.86,5.86,False,,False,1.0,True,True,343.0,1.0,False,2024-01-04,False,True,True
EMP0410,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,4.47,4.47,False,,False,4.0,True,True,,,False,2023-12-14,False,False,True
EMP0411,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,6.330000000000001,7.51,False,6.0,False,2.0,False,True,,,False,2024-04-09,False,False,True
EMP0420,4,True,Overworked: High average working hours,workload,2,"Overworked: High average working hours; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,9.79,9.79,True,8.0,False,4.0,False,False,,,False,2023-11-26,True,False,True
EMP0418,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",4.0,0.0,False,False,8.76,8.76,False,27.0,False,1.0,False,True,250.0,1.0,False,2023-12-19,False,False,True
EMP0434,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,8.69,8.69,False,,False,1.0,True,True,183.0,1.0,False,2024-04-07,False,True,True
EMP0432,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,4.02,4.02,False,,False,3.0,True,True,353.0,2.0,False,2023-02-18,False,False,True
EMP0423,4,True,Declining mood: Recent vibe scores are lower than average,emotional_wellbeing,2,"Declining mood: Recent vibe scores are lower than average; Onboarding concerns: Issues with training, mentorship, or feedback",3.5,-0.5,False,True,,,False,12.0,False,3.0,False,False,,,False,2023-11-06,True,False,True
EMP0057,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,6.574999999999999,7.8,False,,False,1.0,False,True,72.0,1.0,False,2023-04-05,False,True,True
EMP0061,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,16.0,False,4.0,True,True,676.0,3.0,False,2023-01-08,True,False,True
EMP0053,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,7.255000000000001,8.72,False,9.0,False,4.0,True,True,,,False,2023-09-20,False,False,True
EMP0446,4,True,Declining mood: Recent vibe scores are lower than average,emotional_wellbeing,2,Declining mood: Recent vibe scores are lower than average; Performance concerns: Low rating or improvement needed,4.0,-0.6666666666666665,False,True,,,False,,False,1.0,False,True,,,False,,,,False
